longitude_list,latitude_list,sflux_data_list
90.0,-15.0,2.030417493340762e-14
90.0,-10.0,1.6781466393085413e-14
90.0,-5.0,2.751458096086119e-15
90.0,0.0,5.455499268807909e-15
90.0,5.0,2.4869135853956e-14
90.0,10.0,4.359149366659271e-14
90.0,15.0,2.635097077594707e-14
90.0,20.0,2.790123043306676e-14
90.0,25.0,2.607568447042097e-14
90.0,30.0,2.4638883534379715e-14
90.0,35.0,2.0690167088613922e-14
90.0,40.0,1.975139744078298e-14
90.0,45.0,2.5752847481577667e-14
90.0,50.0,2.892836923777869e-14
90.0,55.0,3.1296903035821264e-14
90.0,60.0,4.690062403059866e-14
90.0,65.0,6.892934170783413e-14
90.0,70.0,3.5899559507538655e-14
90.0,75.0,5.69187892985822e-14
90.0,80.0,7.370074785857036e-14
90.0,85.0,8.082721734933169e-14
90.0,90.0,7.731334004579847e-14
95.0,-90.0,1.656027526828101e-14
95.0,-85.0,9.879044316753526e-15
95.0,-80.0,8.22061265860465e-15
95.0,-75.0,8.836038026202971e-15
95.0,-70.0,1.0135139588013506e-14
95.0,-65.0,1.126406954093836e-14
95.0,-60.0,8.125482928701926e-15
95.0,-55.0,9.274276275589535e-15
95.0,-50.0,1.4119269976161538e-14
95.0,-45.0,1.8042852061583656e-14
95.0,-40.0,2.3390554762126273e-14
95.0,-35.0,3.558846935577318e-14
95.0,-30.0,5.4064648483868746e-14
95.0,-25.0,5.3231845660318924e-14
95.0,-20.0,3.29254087060176e-14
95.0,-15.0,7.584776515738162e-15
95.0,-10.0,2.2128380369799113e-15
95.0,-5.0,3.2601584441359835e-16
95.0,0.0,1.7308742862195803e-16
95.0,5.0,2.8057090487593637e-14
95.0,10.0,3.979351772022904e-14
95.0,15.0,2.6889679243184203e-14
95.0,20.0,2.577508096408698e-14
95.0,25.0,2.3925599185197854e-14
95.0,30.0,2.007123205941527e-14
95.0,35.0,1.5215169285520785e-14
95.0,40.0,1.53543807504385e-14
95.0,45.0,1.7432713767101362e-14
95.0,50.0,2.4871407349860886e-14
95.0,55.0,3.3693958920232045e-14
95.0,60.0,4.491649637871282e-14
95.0,65.0,6.689153499936872e-14
95.0,70.0,4.544834073836354e-14
95.0,75.0,6.023725173391852e-14
95.0,80.0,6.790265947137595e-14
95.0,85.0,8.083620358518221e-14
95.0,90.0,7.731334004579847e-14
100.0,-90.0,1.656027526828101e-14
100.0,-85.0,1.0926386493398906e-14
100.0,-80.0,8.598825236501073e-15
100.0,-75.0,9.30874765267714e-15
100.0,-70.0,1.0805505267278182e-14
100.0,-65.0,1.2024575800158501e-14
100.0,-60.0,8.921640430024252e-15
100.0,-55.0,1.1242276105095082e-14
100.0,-50.0,1.5558694403500526e-14
100.0,-45.0,2.0989361591375663e-14
100.0,-40.0,2.457805320763877e-14
100.0,-35.0,3.933722840087194e-14
100.0,-30.0,5.2217785369173334e-14
100.0,-25.0,6.39955209444922e-14
100.0,-20.0,4.99232584475549e-14
100.0,-15.0,2.944827740861979e-14
100.0,-10.0,1.1553325397714826e-14
100.0,-5.0,5.500458405975374e-17
100.0,0.0,2.7680812845035367e-18
100.0,5.0,3.260060472377335e-14
100.0,10.0,3.409943388452413e-14
100.0,15.0,2.188480048483099e-14
100.0,20.0,1.8319796062984406e-14
100.0,25.0,1.6963084278643268e-14
100.0,30.0,1.5883603031659316e-14
100.0,35.0,1.0987985510303696e-14
100.0,40.0,1.0415707350501895e-14
100.0,45.0,1.2066710268660661e-14
100.0,50.0,2.0680155530835062e-14
100.0,55.0,2.7459197985827482e-14
100.0,60.0,4.500760837755664e-14
100.0,65.0,6.567689912649175e-14
100.0,70.0,4.9245249323496025e-14
100.0,75.0,7.039507488413469e-14
100.0,80.0,6.83555619841678e-14
100.0,85.0,8.003303764173998e-14
100.0,90.0,7.731334004579847e-14
105.0,-90.0,1.656027526828101e-14
105.0,-85.0,1.1104258426411273e-14
105.0,-80.0,9.33196193863127e-15
105.0,-75.0,1.0421883600732413e-14
105.0,-70.0,1.0883091882914976e-14
105.0,-65.0,1.4570196881561762e-14
105.0,-60.0,1.141833840748144e-14
105.0,-55.0,1.2959937776499013e-14
105.0,-50.0,1.921601396163534e-14
105.0,-45.0,2.254243335482703e-14
105.0,-40.0,3.0010730103963806e-14
105.0,-35.0,4.5181135562298735e-14
105.0,-30.0,6.652759148859783e-14
105.0,-25.0,7.743834953826649e-14
105.0,-20.0,7.501902089228311e-14
105.0,-15.0,4.945634511465496e-14
105.0,-10.0,7.876606270938986e-14
105.0,-5.0,3.1606308172251924e-16
105.0,0.0,2.5254705448605286e-18
105.0,5.0,3.6960914822656925e-14
105.0,10.0,4.0822208373595156e-14
105.0,15.0,3.0457590706699624e-14
105.0,20.0,2.223760398803636e-14
105.0,25.0,1.8175954114850733e-14
105.0,30.0,1.2089452763161759e-14
105.0,35.0,8.807760024342208e-15
105.0,40.0,7.71542825392554e-15
105.0,45.0,1.0126367946486091e-14
105.0,50.0,2.0921402617354836e-14
105.0,55.0,2.6268978596106295e-14
105.0,60.0,4.587918476961476e-14
105.0,65.0,7.131383712778785e-14
105.0,70.0,4.9710753149504616e-14
105.0,75.0,6.808932305692706e-14
105.0,80.0,6.434502296344924e-14
105.0,85.0,8.051462536854099e-14
105.0,90.0,7.731334004579847e-14
110.0,-90.0,1.656027526828101e-14
110.0,-85.0,1.1660163443724922e-14
110.0,-80.0,9.168513583995061e-15
110.0,-75.0,1.1650446750545213e-14
110.0,-70.0,1.2189468064398274e-14
110.0,-65.0,1.6008509021705526e-14
110.0,-60.0,1.4929015661006107e-14
110.0,-55.0,1.6992624526025502e-14
110.0,-50.0,2.3311124446358692e-14
110.0,-45.0,2.444782805622695e-14
110.0,-40.0,3.8302998605626025e-14
110.0,-35.0,5.1496212937824396e-14
110.0,-30.0,7.76614867540796e-14
110.0,-25.0,9.615537516995551e-14
110.0,-20.0,9.595870132047861e-14
110.0,-15.0,6.550770860373827e-14
110.0,-10.0,4.9854465982257585e-14
110.0,-5.0,8.671850040540765e-16
110.0,0.0,2.21600716814321e-18
110.0,5.0,2.132802294176253e-13
110.0,10.0,4.145825406480651e-14
110.0,15.0,3.574654223623541e-14
110.0,20.0,2.953486525355337e-14
110.0,25.0,2.4129004552753533e-14
110.0,30.0,1.7091088864589302e-14
110.0,35.0,1.2852461188843147e-14
110.0,40.0,1.0227243618782302e-14
110.0,45.0,1.4642131415721884e-14
110.0,50.0,2.0210684779470724e-14
110.0,55.0,2.3478224509246348e-14
110.0,60.0,5.248961966957053e-14
110.0,65.0,8.141558272174771e-14
110.0,70.0,5.674602644287958e-14
110.0,75.0,6.582465172438687e-14
110.0,80.0,5.878374163568356e-14
110.0,85.0,7.875784053578714e-14
110.0,90.0,7.731334004579847e-14
115.0,-90.0,1.656027526828101e-14
115.0,-85.0,1.2147386709784385e-14
115.0,-80.0,1.0367686805201238e-14
115.0,-75.0,1.1516119809389547e-14
115.0,-70.0,1.3552768175966054e-14
115.0,-65.0,1.7836760889828414e-14
115.0,-60.0,1.998635004704719e-14
115.0,-55.0,1.9440890075662105e-14
115.0,-50.0,2.5452718684111967e-14
115.0,-45.0,2.4835330202316527e-14
115.0,-40.0,3.66168968712369e-14
115.0,-35.0,5.2855094131898195e-14
115.0,-30.0,7.924857967515922e-14
115.0,-25.0,1.0157762882152509e-13
115.0,-20.0,9.942263575884402e-14
115.0,-15.0,4.93987929131836e-14
115.0,-10.0,4.525406777393693e-15
115.0,-5.0,8.457850489126158e-16
115.0,0.0,1.3486891359538275e-16
115.0,5.0,1.8412922790595467e-14
115.0,10.0,4.5722200903783167e-14
115.0,15.0,4.8691478112548714e-14
115.0,20.0,3.8211010094864964e-14
115.0,25.0,3.346292710549609e-14
115.0,30.0,2.4937423744936754e-14
115.0,35.0,2.106647226340153e-14
115.0,40.0,1.945663622582446e-14
115.0,45.0,2.4360722260214197e-14
115.0,50.0,2.276459739687648e-14
115.0,55.0,2.5944202683175527e-14
115.0,60.0,5.535971401002971e-14
115.0,65.0,8.716919757516764e-14
115.0,70.0,6.343520261943995e-14
115.0,75.0,6.168941840749844e-14
115.0,80.0,5.691659963642718e-14
115.0,85.0,7.784389669516473e-14
115.0,90.0,7.731334004579847e-14
120.0,-90.0,1.656027526828101e-14
120.0,-85.0,1.4628285744918112e-14
120.0,-80.0,1.1633873378879115e-14
120.0,-75.0,1.2826010642977093e-14
120.0,-70.0,1.3793649457641045e-14
120.0,-65.0,2.053667763479972e-14
120.0,-60.0,2.9168050954122205e-14
120.0,-55.0,2.619197208196255e-14
120.0,-50.0,2.7835945077103728e-14
120.0,-45.0,2.8025164895413974e-14
120.0,-40.0,3.851557146281553e-14
120.0,-35.0,5.259848032966525e-14
120.0,-30.0,7.80483310664752e-14
120.0,-25.0,8.77091223641329e-14
120.0,-20.0,9.091255531766899e-14
120.0,-15.0,5.401243616108064e-14
120.0,-10.0,2.877387826143887e-14
120.0,-5.0,1.2330375844415724e-16
120.0,0.0,1.2981064995843875e-16
120.0,5.0,8.166899737152737e-15
120.0,10.0,6.061238852450248e-14
120.0,15.0,5.343699871730202e-14
120.0,20.0,4.650365771503165e-14
120.0,25.0,4.0203639590071475e-14
120.0,30.0,2.7623128321373178e-14
120.0,35.0,2.76274055596234e-14
120.0,40.0,2.800507943761138e-14
120.0,45.0,3.1342119181548126e-14
120.0,50.0,2.7470971333090765e-14
120.0,55.0,2.9371928600155644e-14
120.0,60.0,7.191690047843332e-14
120.0,65.0,8.439164530958284e-14
120.0,70.0,7.77919544633338e-14
120.0,75.0,6.199553481921585e-14
120.0,80.0,5.925733579753255e-14
120.0,85.0,8.100024237699817e-14
120.0,90.0,7.731334004579847e-14
125.0,-90.0,1.656027526828101e-14
125.0,-85.0,1.637899910652562e-14
125.0,-80.0,1.3035648836198708e-14
125.0,-75.0,1.4672947627632307e-14
125.0,-70.0,1.5588563933166012e-14
125.0,-65.0,2.4360320635522074e-14
125.0,-60.0,3.3460986987144125e-14
125.0,-55.0,3.221930702893949e-14
125.0,-50.0,2.7797802439868585e-14
125.0,-45.0,3.036959038217308e-14
125.0,-40.0,4.286616738746948e-14
125.0,-35.0,6.049361681572593e-14
125.0,-30.0,7.652797120671861e-14
125.0,-25.0,8.984799437901189e-14
125.0,-20.0,7.77833504708715e-14
125.0,-15.0,7.248356748642941e-14
125.0,-10.0,4.349385040333575e-14
125.0,-5.0,2.9211680997313124e-15
125.0,0.0,1.2673779426439516e-16
125.0,5.0,3.6276618867279063e-14
125.0,10.0,8.940582384308375e-14
125.0,15.0,6.357586256055616e-14
125.0,20.0,4.921069509584387e-14
125.0,25.0,3.416873360627629e-14
125.0,30.0,2.5281236162414626e-14
125.0,35.0,2.5296325278163622e-14
125.0,40.0,2.9263388440070337e-14
125.0,45.0,3.282759812762851e-14
125.0,50.0,3.16441903566708e-14
125.0,55.0,3.484082224186666e-14
125.0,60.0,6.894256887761586e-14
125.0,65.0,7.27172630469102e-14
125.0,70.0,7.811966499422878e-14
125.0,75.0,6.848732351738118e-14
125.0,80.0,6.337093765864443e-14
125.0,85.0,8.182262421109782e-14
125.0,90.0,7.731334004579847e-14
130.0,-90.0,1.656027526828101e-14
130.0,-85.0,1.6696082669143068e-14
130.0,-80.0,1.3512777204231989e-14
130.0,-75.0,1.5478736769960938e-14
130.0,-70.0,1.984163046996332e-14
130.0,-65.0,2.775690731060254e-14
130.0,-60.0,3.5650987704127504e-14
130.0,-55.0,4.1398787540974413e-14
130.0,-50.0,3.114270227040549e-14
130.0,-45.0,3.6665261538316603e-14
130.0,-40.0,5.0479742010065214e-14
130.0,-35.0,6.963568372391967e-14
130.0,-30.0,8.443598927573895e-14
130.0,-25.0,8.610096255021039e-14
130.0,-20.0,7.379273946319124e-14
130.0,-15.0,6.362984238528425e-14
130.0,-10.0,4.7907037631622926e-14
130.0,-5.0,8.633044545236348e-16
130.0,0.0,1.7346056261461328e-17
130.0,5.0,4.012412041379009e-14
130.0,10.0,1.2702938513577856e-13
130.0,15.0,6.382559216063769e-14
130.0,20.0,4.378645298462244e-14
130.0,25.0,2.8771864928376875e-14
130.0,30.0,2.323339237227958e-14
130.0,35.0,2.4066363516334804e-14
130.0,40.0,2.672626143170624e-14
130.0,45.0,3.1682685965873997e-14
130.0,50.0,3.6493757501634444e-14
130.0,55.0,3.900831403953086e-14
130.0,60.0,6.080088851341468e-14
130.0,65.0,6.4191580525583e-14
130.0,70.0,6.648948494645604e-14
130.0,75.0,7.447942519750705e-14
130.0,80.0,6.481673024535381e-14
130.0,85.0,7.568006993407834e-14
130.0,90.0,7.731334004579847e-14
135.0,-90.0,1.656027526828101e-14
135.0,-85.0,1.725268316416796e-14
135.0,-80.0,1.4964528928262686e-14
135.0,-75.0,1.7473082762384042e-14
135.0,-70.0,2.4447063809535588e-14
135.0,-65.0,2.930594385361319e-14
135.0,-60.0,4.1030389133223804e-14
135.0,-55.0,4.615539760717099e-14
135.0,-50.0,3.6718531976225606e-14
135.0,-45.0,4.525591971580868e-14
135.0,-40.0,6.440522813027455e-14
135.0,-35.0,8.659128264594061e-14
135.0,-30.0,9.278830712343053e-14
135.0,-25.0,9.145414376910357e-14
135.0,-20.0,6.783590233919775e-14
135.0,-15.0,4.619004137806876e-14
135.0,-10.0,1.9919436111435532e-14
135.0,-5.0,1.8172286170908912e-15
135.0,0.0,2.069544489436279e-18
135.0,5.0,1.8759485721310563e-13
135.0,10.0,1.0823009335005321e-13
135.0,15.0,7.745841436072643e-14
135.0,20.0,5.42054934529753e-14
135.0,25.0,3.095882623264839e-14
135.0,30.0,2.6316209997986473e-14
135.0,35.0,3.0271843889033804e-14
135.0,40.0,3.028194927742445e-14
135.0,45.0,3.3298129124515765e-14
135.0,50.0,4.6168227042303737e-14
135.0,55.0,4.984738886318465e-14
135.0,60.0,6.261840678866942e-14
135.0,65.0,5.688727650497845e-14
135.0,70.0,6.23036112630094e-14
135.0,75.0,7.391846229676642e-14
135.0,80.0,6.463591978027856e-14
135.0,85.0,7.447720820874446e-14
135.0,90.0,7.731334004579847e-14
140.0,-90.0,1.656027526828101e-14
140.0,-85.0,1.825519209717513e-14
140.0,-80.0,1.6895605183679034e-14
140.0,-75.0,1.9215229103661056e-14
140.0,-70.0,2.832881963729582e-14
140.0,-65.0,3.4109053468978596e-14
140.0,-60.0,4.467215701463615e-14
140.0,-55.0,5.107769244700844e-14
140.0,-50.0,4.790303452252307e-14
140.0,-45.0,6.546166599219963e-14
140.0,-40.0,8.414095051879263e-14
140.0,-35.0,1.0624992700815149e-13
140.0,-30.0,1.1029678889372077e-13
140.0,-25.0,1.0300878273972029e-13
140.0,-20.0,8.289444536115943e-14
140.0,-15.0,3.890519533285281e-14
140.0,-10.0,8.184344951300402e-15
140.0,-5.0,2.8317096798014154e-15
140.0,0.0,1.982993728409009e-18
140.0,5.0,1.3645111289552924e-14
140.0,10.0,9.571047569618093e-14
140.0,15.0,1.0222304378994864e-13
140.0,20.0,5.949646203742069e-14
140.0,25.0,4.2713923008537585e-14
140.0,30.0,2.882020610672114e-14
140.0,35.0,3.1072670447444454e-14
140.0,40.0,3.2676596439905425e-14
140.0,45.0,3.91485122136225e-14
140.0,50.0,4.8041599014244075e-14
140.0,55.0,5.935869365239097e-14
140.0,60.0,5.218002683349878e-14
140.0,65.0,5.168793717520814e-14
140.0,70.0,6.000511515903893e-14
140.0,75.0,6.853959314526371e-14
140.0,80.0,7.487619150715127e-14
140.0,85.0,7.260418525603027e-14
140.0,90.0,7.731334004579847e-14
145.0,-90.0,1.656027526828101e-14
145.0,-85.0,1.9032674968296867e-14
145.0,-80.0,1.8665983194112483e-14
145.0,-75.0,2.2845393370460025e-14
145.0,-70.0,2.906385208528967e-14
145.0,-65.0,4.320643685858867e-14
145.0,-60.0,5.4827157375791884e-14
145.0,-55.0,5.6048353835379406e-14
145.0,-50.0,5.979489753953182e-14
145.0,-45.0,8.511110282535367e-14
145.0,-40.0,1.05304186343247e-13
145.0,-35.0,1.3005636172834136e-13
145.0,-30.0,1.2366030870163502e-13
145.0,-25.0,1.0889663588584034e-13
145.0,-20.0,1.0603102943685955e-13
145.0,-15.0,6.384085571113622e-14
145.0,-10.0,3.02367314058215e-14
145.0,-5.0,1.1140911489406791e-14
145.0,0.0,4.190172504833575e-19
145.0,5.0,7.287817114717035e-15
145.0,10.0,8.706254210732903e-14
145.0,15.0,1.0079076669387348e-13
145.0,20.0,8.285227201457474e-14
145.0,25.0,6.362512869891569e-14
145.0,30.0,4.136646533074266e-14
145.0,35.0,4.02604247399203e-14
145.0,40.0,4.507926774721267e-14
145.0,45.0,5.3116675441875896e-14
145.0,50.0,4.642258859230066e-14
145.0,55.0,4.929458145510793e-14
145.0,60.0,5.0054518742533066e-14
145.0,65.0,5.0873458118000526e-14
145.0,70.0,5.802705063967613e-14
145.0,75.0,6.597856600127136e-14
145.0,80.0,7.646098199226578e-14
145.0,85.0,7.094336204582863e-14
145.0,90.0,7.731334004579847e-14
150.0,-90.0,1.656027526828101e-14
150.0,-85.0,1.9861487046559168e-14
150.0,-80.0,2.137755074391431e-14
150.0,-75.0,2.6245349812853406e-14
150.0,-70.0,3.338923608409379e-14
150.0,-65.0,5.1333515906236294e-14
150.0,-60.0,7.079636207895226e-14
150.0,-55.0,6.87266516518742e-14
150.0,-50.0,7.584862171494122e-14
150.0,-45.0,1.024497343157909e-13
150.0,-40.0,1.3712093853951552e-13
150.0,-35.0,1.5113275338802317e-13
150.0,-30.0,1.3328480033784106e-13
150.0,-25.0,1.0961807784678067e-13
150.0,-20.0,1.0070373222745585e-13
150.0,-15.0,7.239306456056279e-14
150.0,-10.0,3.183400430498309e-14
150.0,-5.0,1.0326452060746762e-13
150.0,0.0,6.09892585402147e-15
150.0,5.0,1.3259338212911533e-14
150.0,10.0,9.486663615364576e-14
150.0,15.0,8.577473985280584e-14
150.0,20.0,7.8818211723128e-14
150.0,25.0,8.548877724145753e-14
150.0,30.0,5.475329853682845e-14
150.0,35.0,6.168220004917463e-14
150.0,40.0,6.9629101966854e-14
150.0,45.0,7.229248826568657e-14
150.0,50.0,5.6211929510872476e-14
150.0,55.0,5.4818336274209556e-14
150.0,60.0,4.878995732678396e-14
150.0,65.0,6.271096522939471e-14
150.0,70.0,5.902165617365826e-14
150.0,75.0,6.665678221206655e-14
150.0,80.0,7.094355875113574e-14
150.0,85.0,6.960752867142511e-14
150.0,90.0,7.731334004579847e-14
155.0,-90.0,1.656027526828101e-14
155.0,-85.0,2.0261589820740155e-14
155.0,-80.0,2.1904731166361715e-14
155.0,-75.0,2.5657004695860147e-14
155.0,-70.0,3.788945252970131e-14
155.0,-65.0,5.706031523522156e-14
155.0,-60.0,7.555842631007725e-14
155.0,-55.0,7.952413410002619e-14
155.0,-50.0,8.643802474243207e-14
155.0,-45.0,1.1840846374548227e-13
155.0,-40.0,1.498633405089277e-13
155.0,-35.0,1.5218335671701233e-13
155.0,-30.0,1.2762624356630132e-13
155.0,-25.0,1.0251219008251217e-13
155.0,-20.0,9.483617268939654e-14
155.0,-15.0,9.673391842674277e-14
155.0,-10.0,1.2694886844838153e-13
155.0,-5.0,2.9438715863935766e-14
155.0,0.0,1.5219487344381284e-14
155.0,5.0,3.774925419846427e-14
155.0,10.0,1.0510087181308534e-13
155.0,15.0,8.578350160052816e-14
155.0,20.0,7.675360168807406e-14
155.0,25.0,8.962202278402963e-14
155.0,30.0,6.918996212347068e-14
155.0,35.0,6.799774250507188e-14
155.0,40.0,7.167806100787298e-14
155.0,45.0,6.562231555108848e-14
155.0,50.0,5.4113061085083004e-14
155.0,55.0,5.646532052479635e-14
155.0,60.0,5.910936255656863e-14
155.0,65.0,6.094211595915208e-14
155.0,70.0,6.17898611573512e-14
155.0,75.0,6.958967409188556e-14
155.0,80.0,6.946087593180495e-14
155.0,85.0,6.999871401389931e-14
155.0,90.0,7.731334004579847e-14
160.0,-90.0,1.656027526828101e-14
160.0,-85.0,2.1903835061602833e-14
160.0,-80.0,2.310770620485624e-14
160.0,-75.0,2.9240550673196774e-14
160.0,-70.0,3.9609699227292674e-14
160.0,-65.0,5.896252782203541e-14
160.0,-60.0,8.3558558945458e-14
160.0,-55.0,8.917713900176514e-14
160.0,-50.0,1.054231178402349e-13
160.0,-45.0,1.2431227237215688e-13
160.0,-40.0,1.6562058187798974e-13
160.0,-35.0,1.5958554450895576e-13
160.0,-30.0,1.201537293353126e-13
160.0,-25.0,9.61965230414101e-14
160.0,-20.0,8.252535332043334e-14
160.0,-15.0,1.0907826376324612e-13
160.0,-10.0,1.2782555771057925e-13
160.0,-5.0,1.2926462826950716e-12
160.0,0.0,7.78124918692946e-16
160.0,5.0,6.105577760970148e-14
160.0,10.0,9.704009688001419e-14
160.0,15.0,1.0458493143706743e-13
160.0,20.0,9.812230662450612e-14
160.0,25.0,1.0936723677092238e-13
160.0,30.0,8.388497337909765e-14
160.0,35.0,7.838660534039799e-14
160.0,40.0,9.569281080996251e-14
160.0,45.0,6.570107726392926e-14
160.0,50.0,4.718413912238678e-14
160.0,55.0,5.936507458403909e-14
160.0,60.0,6.355214051305306e-14
160.0,65.0,6.352891407180499e-14
160.0,70.0,5.878260359647276e-14
160.0,75.0,6.560902733795172e-14
160.0,80.0,6.842580964942062e-14
160.0,85.0,6.992421179639589e-14
160.0,90.0,7.731334004579847e-14
165.0,-90.0,1.656027526828101e-14
165.0,-85.0,2.3643946821036308e-14
165.0,-80.0,2.3838482630691218e-14
165.0,-75.0,2.8313326984014944e-14
165.0,-70.0,3.976456799642959e-14
165.0,-65.0,4.5958708146233746e-14
165.0,-60.0,8.94328765213872e-14
165.0,-55.0,1.0053237486267199e-13
165.0,-50.0,1.1643540064868775e-13
165.0,-45.0,1.472781549025521e-13
165.0,-40.0,1.838373972408355e-13
165.0,-35.0,1.538367557075895e-13
165.0,-30.0,1.102915891297026e-13
165.0,-25.0,8.684104507304339e-14
165.0,-20.0,7.809964681571487e-14
165.0,-15.0,8.03856481527438e-14
165.0,-10.0,2.086538645775806e-13
165.0,-5.0,2.0102668930384954e-13
165.0,0.0,5.820038117928654e-17
165.0,5.0,6.350582331255773e-14
165.0,10.0,1.1585487456286707e-13
165.0,15.0,9.962657553104111e-14
165.0,20.0,9.333585235989234e-14
165.0,25.0,1.1353692966412932e-13
165.0,30.0,1.0847676073183797e-13
165.0,35.0,8.220036412680792e-14
165.0,40.0,8.632226859155888e-14
165.0,45.0,6.463547312141485e-14
165.0,50.0,6.65692909356323e-14
165.0,55.0,6.631906119065638e-14
165.0,60.0,7.909921537395888e-14
165.0,65.0,9.171605560303213e-14
165.0,70.0,6.269575783574273e-14
165.0,75.0,6.259764222836683e-14
165.0,80.0,6.805129509889163e-14
165.0,85.0,7.641568552278307e-14
165.0,90.0,7.731334004579847e-14
170.0,-90.0,1.656027526828101e-14
170.0,-85.0,2.398185881190019e-14
170.0,-80.0,2.4692909220734663e-14
170.0,-75.0,2.983331419091369e-14
170.0,-70.0,3.947014878398848e-14
170.0,-65.0,6.910102144653945e-14
170.0,-60.0,9.136450000333075e-14
170.0,-55.0,9.908710629877179e-14
170.0,-50.0,1.289973268641105e-13
170.0,-45.0,3.017225854836036e-14
170.0,-40.0,2.0573348070315704e-13
170.0,-35.0,1.4776316492928328e-13
170.0,-30.0,1.0522267439077392e-13
170.0,-25.0,8.342517372400536e-14
170.0,-20.0,7.412366577877098e-14
170.0,-15.0,6.973553479523112e-14
170.0,-10.0,2.0709091737868773e-13
170.0,-5.0,1.617619710801176e-12
170.0,0.0,5.956257885979196e-15
170.0,5.0,7.586373333741968e-14
170.0,10.0,1.4555906708205889e-13
170.0,15.0,1.1934562474985889e-13
170.0,20.0,8.468823805091392e-14
170.0,25.0,1.0583943999111699e-13
170.0,30.0,9.387238873505614e-14
170.0,35.0,7.989867936695694e-14
170.0,40.0,6.942845652843091e-14
170.0,45.0,6.941107561670333e-14
170.0,50.0,7.832675027822812e-14
170.0,55.0,7.517580140783337e-14
170.0,60.0,9.710087168364142e-14
170.0,65.0,9.31601102043718e-14
170.0,70.0,6.40352025507323e-14
170.0,75.0,6.335329620177565e-14
170.0,80.0,6.821948731331707e-14
170.0,85.0,7.549374911482538e-14
170.0,90.0,7.731334004579847e-14
175.0,-90.0,1.656027526828101e-14
175.0,-85.0,2.3902482027303545e-14
175.0,-80.0,2.588932496866407e-14
175.0,-75.0,2.9670812614710546e-14
175.0,-70.0,4.2575192542155115e-14
175.0,-65.0,6.54407751209877e-14
175.0,-60.0,8.316334642716365e-14
175.0,-55.0,1.0857747970819248e-13
175.0,-50.0,1.3490630802167203e-13
175.0,-45.0,1.889364285632807e-13
175.0,-40.0,2.0751638114382863e-13
175.0,-35.0,1.5198290032192054e-13
175.0,-30.0,1.0427181525738132e-13
175.0,-25.0,9.414779594125642e-14
175.0,-20.0,7.986027346301567e-14
175.0,-15.0,8.593739090169987e-14
175.0,-10.0,1.6588873849210845e-13
175.0,-5.0,9.510984969171129e-14
175.0,0.0,4.867651914897923e-16
175.0,5.0,5.867138979000699e-14
175.0,10.0,1.586053131202936e-13
175.0,15.0,1.0701568803472784e-13
175.0,20.0,1.0036369302826047e-13
175.0,25.0,1.230751945836735e-13
175.0,30.0,9.64324353091319e-14
175.0,35.0,7.394182528691013e-14
175.0,40.0,7.169844517947449e-14
175.0,45.0,9.07932757917039e-14
175.0,50.0,1.1694580074922532e-13
175.0,55.0,1.0712882396494693e-13
175.0,60.0,9.87160044511911e-14
175.0,65.0,9.681990648870395e-14
175.0,70.0,6.880553110334503e-14
175.0,75.0,6.317496695892379e-14
175.0,80.0,6.557275274601947e-14
175.0,85.0,7.575334535702614e-14
175.0,90.0,7.731334004579847e-14
180.0,-90.0,1.656027526828101e-14
180.0,-85.0,2.4545512712546943e-14
180.0,-80.0,2.6004165801424743e-14
180.0,-75.0,3.109772803013216e-14
180.0,-70.0,4.6221107699269575e-14
180.0,-65.0,6.820044896255493e-14
180.0,-60.0,8.056295305103524e-14
180.0,-55.0,1.0743330183642781e-13
180.0,-50.0,1.5970263400911192e-13
180.0,-45.0,2.312695096708011e-13
180.0,-40.0,2.1926260794309486e-13
180.0,-35.0,1.5105336955001514e-13
